S.NO.,CODE,Noman,PART NUMBER,PARTICULAR,SECTION,C.H. Ø (mm) & POSITION,S.H DETAIL (mm),Sub-Cateogry,Brand,SPECIAL Category,POSITION,Type,Leaf Type Code,Vehicle Maker,vehicle code,Sub_seg_desc,Sub_seg_code,Lens in inches,DBP ,MRP,ML - DBP(Rs),Length (Inches),Image,2P - DBP(Rs),Length (Inches),Image,3 - DBP(Rs),Length (Inches),Image,4 - DBP(Rs),Length (Inches),Image,5 - DBP(Rs),Length (Inches),Image,6 - DBP(Rs),Length (Inches),Image,7 - DBP(Rs),Length (Inches),Image,8 - DBP(Rs),Length (Inches),Image,9 - DBP(Rs),Length (Inches),Image,10 - DBP(Rs),Length (Inches),Image,11 - DBP(Rs),Length (Inches),Image,12 - DBP(Rs),Length (Inches),Image,13 - DBP(Rs),Length (Inches),Image,14 - DBP(Rs),Length (Inches),Image,AA - DBP(Rs),Length (Inches),Image,AB - DBP(Rs),Length (Inches),Image,3A - DBP(Rs),Length (Inches),Image,4A - DBP(Rs),Length (Inches),Image,L1W - DBP(Rs),Length (Inches),Image,L2W - DBP(Rs),Length (Inches),Image,ASSY - DBP(Rs),,,15/L,Length (Inches),Image,16/L,Length (Inches),Image,17/L,Length (Inches),Image,18/L,Length (Inches),Image,19/L,Length (Inches),Image,2/L,Length (Inches),Image,20/L,Length (Inches),Image,HELPER SPL,Length (Inches),Image,PP,Length (Inches),Image,SPL LEAF,Length (Inches),Image
7591,679205,6792,2652 3240 0115,TATA SFC 407 PICKUP RR TRUCK,70X10,12.5   CENTRE,6/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,2,5/L,5,TATA,24,LCV,3,34.76,670,1020,0,0,,0,0,,0,0,,0,0,,670,34.76377953,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7592,679206,6792,2652 3240 0115,TATA SFC 407 PICKUP RR TRUCK,70X10,12.5   CENTRE,6/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,2,6/L,5,TATA,24,LCV,3,29.96,570,860,0,0,,0,0,,0,0,,0,0,,0,0,,570,29.96062992,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7593,679207,6792,2652 3240 0115,TATA SFC 407 PICKUP RR TRUCK,70X10,12.5   CENTRE,6/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,2,7/L,5,TATA,24,LCV,3,25.16,480,730,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,480,25.15748031,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7594,679208,6792,2652 3240 0115,TATA SFC 407 PICKUP RR TRUCK,70X10,12.5   CENTRE,6/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,2,8/L,5,TATA,24,LCV,3,20.35,390,590,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,390,20.35433071,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7595,679209,6792,2652 3240 0115,TATA SFC 407 PICKUP RR TRUCK,70X10,12.5   CENTRE,6/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,2,9/L,5,TATA,24,LCV,3,15.51,310,470,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,310,15.51181102,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7596,679210,6792,2652 3240 0115,TATA SFC 407 PICKUP RR TRUCK,70X10,12.5   CENTRE,6/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,2,10/L,5,TATA,24,LCV,3,10.71,200,300,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,200,10.70866142,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7597,680100,6801,5039 3210 0133,TML LPT 3718 FRONT (P),0X0,16.5 OFFSET,4/L  BOTH SIDE Ø 10.5,TATA,TATA,,1,ASSY.,2,TATA,24,HP,2,0.00,15640,23690,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,15640,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7598,680101,6801,5039 3210 0133,TML LPT 3718 FRONT (P),90X24,16.5 OFFSET,4/L  BOTH SIDE Ø 10.5,TATA,TATA,,1,M/L,5,TATA,24,HP,2,61.57,4680,7090,4680,61.57480315,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7599,680102,6801,5039 3210 0133,TML LPT 3718 FRONT (P),90X24,16.5 OFFSET,4/L  BOTH SIDE Ø 10.5,TATA,TATA,,1,2/L,5,TATA,24,HP,2,50.39,3650,5530,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,3650,50.39370079,,0,0,,0,0,,0,0,,0,0,
7600,680103,6801,5039 3210 0133,TML LPT 3718 FRONT (P),90X24,16.5 OFFSET,4/L  BOTH SIDE Ø 10.5,TATA,TATA,,1,3/L,5,TATA,24,HP,2,46.81,3130,4740,0,0,,0,0,,3130,46.81102362,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7601,680104,6801,5039 3210 0133,TML LPT 3718 FRONT (P),90X24,16.5 OFFSET,4/L  BOTH SIDE Ø 10.5,TATA,TATA,,1,4/L,5,TATA,24,HP,2,46.81,3130,4740,0,0,,0,0,,0,0,,3130,46.81102362,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7602,680105,6801,5039 3210 0133,TML LPT 3718 FRONT (P),90X14,16.5 OFFSET,4/L  BOTH SIDE Ø 10.5,TATA,TATA,,1,5/L,5,TATA,24,HP,2,5.91,230,350,0,0,,0,0,,0,0,,0,0,,230,5.905511811,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7603,680106,6801,5039 3210 0133,TML LPT 3718 FRONT (P),90X14,16.5 OFFSET,4/L  BOTH SIDE Ø 10.5,TATA,TATA,,1,6/L,5,TATA,24,HP,2,5.91,230,350,0,0,,0,0,,0,0,,0,0,,0,0,,230,5.905511811,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7604,680107,6801,5039 3210 0133,TML LPT 3718 FRONT (P),90X14,16.5 OFFSET,4/L  BOTH SIDE Ø 10.5,TATA,TATA,,1,7/L,5,TATA,24,HP,2,5.91,210,320,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,210,5.905511811,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7605,681100,6811,B5E01401,AMBULANCE 4X4 FRONT SPRING ASSY,0X0,12.5 CENTER,4/L & 8/L BOTH SIDE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,ASSY.,2,ASHOK LEYLAND,4,HCV & MCV,5,0.00,8660,13120,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,8660,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7606,681101,6811,B5E01401,AMBULANCE 4X4 FRONT SPRING ASSY,76.2X11.11,12.5 CENTER,4/L & 8/L BOTH SIDE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,M/L,5,ASHOK LEYLAND,4,HCV & MCV,5,66.93,1540,2330,1540,66.92913386,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7607,681102,6811,B5E01401,AMBULANCE 4X4 FRONT SPRING ASSY,76.2X12.7,12.5 CENTER,4/L & 8/L BOTH SIDE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,2/L,5,ASHOK LEYLAND,4,HCV & MCV,5,66.06,1730,2620,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,1730,66.06299213,,0,0,,0,0,,0,0,,0,0,
7608,681103,6811,B5E01401,AMBULANCE 4X4 FRONT SPRING ASSY,76.2X12.7,12.5 CENTER,4/L & 8/L BOTH SIDE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,3/L,5,ASHOK LEYLAND,4,HCV & MCV,5,49.21,1190,1800,0,0,,0,0,,1190,49.21259843,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7609,681104,6811,B5E01401,AMBULANCE 4X4 FRONT SPRING ASSY,76.2X12.7,12.5 CENTER,4/L & 8/L BOTH SIDE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,4/L,5,ASHOK LEYLAND,4,HCV & MCV,5,43.19,1040,1580,0,0,,0,0,,0,0,,1040,43.18897638,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7610,681105,6811,B5E01401,AMBULANCE 4X4 FRONT SPRING ASSY,76.2X12.7,12.5 CENTER,4/L & 8/L BOTH SIDE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,5/L,5,ASHOK LEYLAND,4,HCV & MCV,5,37.01,890,1350,0,0,,0,0,,0,0,,0,0,,890,37.00787402,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7611,681106,6811,B5E01401,AMBULANCE 4X4 FRONT SPRING ASSY,76.2X12.7,12.5 CENTER,4/L & 8/L BOTH SIDE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,6/L,5,ASHOK LEYLAND,4,HCV & MCV,5,30.71,730,1110,0,0,,0,0,,0,0,,0,0,,0,0,,730,30.70866142,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7612,681107,6811,B5E01401,AMBULANCE 4X4 FRONT SPRING ASSY,76.2X12.7,12.5 CENTER,4/L & 8/L BOTH SIDE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,7/L,5,ASHOK LEYLAND,4,HCV & MCV,5,24.57,590,890,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,590,24.56692913,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7613,681108,6811,B5E01401,AMBULANCE 4X4 FRONT SPRING ASSY,76.2X12.7,12.5 CENTER,4/L & 8/L BOTH SIDE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,8/L,5,ASHOK LEYLAND,4,HCV & MCV,5,17.72,420,640,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,420,17.71653543,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7614,681109,6811,B5E01401,AMBULANCE 4X4 FRONT SPRING ASSY,76.2X12.7,12.5 CENTER,4/L & 8/L BOTH SIDE Ø 10.5,ASHOK LEYLAND,ASHOK LEYLAND,,1,9/L,5,ASHOK LEYLAND,4,HCV & MCV,5,10.87,250,380,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,250,10.86614173,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7615,682200,6822,B6Y00202/B6Y00203,AL MAV REAR SPRING,0X0,16.5 CENTER,5/L & 8/L BOTH SIDE Ø 8.5,ASHOK LEYLAND,ASHOK LEYLAND,,2,ASSY.,2,ASHOK LEYLAND,4,HCV & MCV,5,0.00,12440,18850,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,12440,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7616,682201,6822,B6Y00202/B6Y00203,AL MAV REAR SPRING,80X16,16.5 CENTER,5/L & 8/L BOTH SIDE Ø 8.5,ASHOK LEYLAND,ASHOK LEYLAND,,2,M/L,5,ASHOK LEYLAND,4,HCV & MCV,5,62.99,2140,3240,2140,62.99212598,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7617,682202,6822,B6Y00202/B6Y00203,AL MAV REAR SPRING,80X14,16.5 CENTER,5/L & 8/L BOTH SIDE Ø 8.5,ASHOK LEYLAND,ASHOK LEYLAND,,2,2/L,5,ASHOK LEYLAND,4,HCV & MCV,5,59.61,1800,2730,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,1800,59.60629921,,0,0,,0,0,,0,0,,0,0,
7618,682203,6822,B6Y00202/B6Y00203,AL MAV REAR SPRING,80X14,16.5 CENTER,5/L & 8/L BOTH SIDE Ø 8.5,ASHOK LEYLAND,ASHOK LEYLAND,,2,3/L,5,ASHOK LEYLAND,4,HCV & MCV,5,50.39,1410,2140,0,0,,0,0,,1410,50.39370079,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7619,682204,6822,B6Y00202/B6Y00203,AL MAV REAR SPRING,80X14,16.5 CENTER,5/L & 8/L BOTH SIDE Ø 8.5,ASHOK LEYLAND,ASHOK LEYLAND,,2,4/L,5,ASHOK LEYLAND,4,HCV & MCV,5,50.39,1410,2140,0,0,,0,0,,0,0,,1410,50.39370079,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7620,682205,6822,B6Y00202/B6Y00203,AL MAV REAR SPRING,80X14,16.5 CENTER,5/L & 8/L BOTH SIDE Ø 8.5,ASHOK LEYLAND,ASHOK LEYLAND,,2,5/L,5,ASHOK LEYLAND,4,HCV & MCV,5,36.22,1000,1520,0,0,,0,0,,0,0,,0,0,,1000,36.22047244,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7621,682206,6822,B6Y00202/B6Y00203,AL MAV REAR SPRING,80X14,16.5 CENTER,5/L & 8/L BOTH SIDE Ø 8.5,ASHOK LEYLAND,ASHOK LEYLAND,,2,6/L,5,ASHOK LEYLAND,4,HCV & MCV,5,32.68,920,1390,0,0,,0,0,,0,0,,0,0,,0,0,,920,32.67716535,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7622,682207,6822,B6Y00202/B6Y00203,AL MAV REAR SPRING,80X14,16.5 CENTER,5/L & 8/L BOTH SIDE Ø 8.5,ASHOK LEYLAND,ASHOK LEYLAND,,2,7/L,5,ASHOK LEYLAND,4,HCV & MCV,5,29.13,810,1230,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,810,29.13385827,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7623,682208,6822,B6Y00202/B6Y00203,AL MAV REAR SPRING,80X14,16.5 CENTER,5/L & 8/L BOTH SIDE Ø 8.5,ASHOK LEYLAND,ASHOK LEYLAND,,2,8/L,5,ASHOK LEYLAND,4,HCV & MCV,5,25.20,690,1050,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,690,25.19685039,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7624,682209,6822,B6Y00202/B6Y00203,AL MAV REAR SPRING,80X14,16.5 CENTER,5/L & 8/L BOTH SIDE Ø 8.5,ASHOK LEYLAND,ASHOK LEYLAND,,2,9/L,5,ASHOK LEYLAND,4,HCV & MCV,5,20.87,590,890,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,590,20.86614173,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7625,682210,6822,B6Y00202/B6Y00203,AL MAV REAR SPRING,80X13,16.5 CENTER,5/L & 8/L BOTH SIDE Ø 8.5,ASHOK LEYLAND,ASHOK LEYLAND,,2,10/L,5,ASHOK LEYLAND,4,HCV & MCV,5,16.54,420,640,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,420,16.54015748,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7626,682211,6822,B6Y00202/B6Y00203,AL MAV REAR SPRING,80X13,16.5 CENTER,5/L & 8/L BOTH SIDE Ø 8.5,ASHOK LEYLAND,ASHOK LEYLAND,,2,11/L,5,ASHOK LEYLAND,4,HCV & MCV,5,12.60,330,500,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,330,12.6,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7627,682212,6822,B6Y00202/B6Y00203,AL MAV REAR SPRING,80X13,16.5 CENTER,5/L & 8/L BOTH SIDE Ø 8.5,ASHOK LEYLAND,ASHOK LEYLAND,,2,12/L,5,ASHOK LEYLAND,4,HCV & MCV,5,8.66,220,330,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,220,8.65984252,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7628,682213,6822,B6Y00202/B6Y00203,AL MAV REAR SPRING,80X16,16.5 CENTER,5/L & 8/L BOTH SIDE Ø 8.5,ASHOK LEYLAND,ASHOK LEYLAND,,2,13/L,5,ASHOK LEYLAND,4,HCV & MCV,5,5.51,170,260,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,170,5.50984252,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7629,682214,6822,B6Y00202/B6Y00203,AL MAV REAR SPRING,80X14,16.5 CENTER,5/L & 8/L BOTH SIDE Ø 8.5,ASHOK LEYLAND,ASHOK LEYLAND,,2,14/L,5,ASHOK LEYLAND,4,HCV & MCV,5,5.51,160,240,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,160,5.50984252,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7630,683100,6831,0401AA0750N,M&M FRONT SPRING ASSY ASSY AMI,0X0,10.5 CENTRE,3/L & 6/L  BOTH SIDE Ø 10.3,MAHINDRA,MAHINDRA,,1,ASSY.,2,MAHINDRA,15,LCV,3,0.00,5510,8350,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5510,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7631,683101,6831,0401AA0750N,M&M FRONT SPRING ASSY M/L AMI,70X10,10.5 CENTRE,3/L & 6/L  BOTH SIDE Ø 10.3,MAHINDRA,MAHINDRA,,1,M/L,5,MAHINDRA,15,LCV,3,57.17,1250,1890,1250,57.16535433,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7632,683102,6831,0401AA0750N,M&M FRONT SPRING ASSY 2/L AMI,70X10,10.5 CENTRE,3/L & 6/L  BOTH SIDE Ø 10.3,MAHINDRA,MAHINDRA,,1,2/L,5,MAHINDRA,15,LCV,3,50.00,1120,1700,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,1120,50,,0,0,,0,0,,0,0,,0,0,
7633,683103,6831,0401AA0750N,M&M FRONT SPRING ASSY 3/L AMI,70X10,10.5 CENTRE,3/L & 6/L  BOTH SIDE Ø 10.3,MAHINDRA,MAHINDRA,,1,3/L,5,MAHINDRA,15,LCV,3,38.39,730,1110,0,0,,0,0,,730,38.38582677,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7634,683104,6831,0401AA0750N,M&M FRONT SPRING ASSY 4/L AMI,70X10,10.5 CENTRE,3/L & 6/L  BOTH SIDE Ø 10.3,MAHINDRA,MAHINDRA,,1,4/L,5,MAHINDRA,15,LCV,3,32.99,640,970,0,0,,0,0,,0,0,,640,32.99212598,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7635,683105,6831,0401AA0750N,M&M FRONT SPRING ASSY 5/L AMI,70X10,10.5 CENTRE,3/L & 6/L  BOTH SIDE Ø 10.3,MAHINDRA,MAHINDRA,,1,5/L,5,MAHINDRA,15,LCV,3,27.56,520,790,0,0,,0,0,,0,0,,0,0,,520,27.55905512,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7636,683106,6831,0401AA0750N,M&M FRONT SPRING ASSY 6/L AMI,70X10,10.5 CENTRE,3/L & 6/L  BOTH SIDE Ø 10.3,MAHINDRA,MAHINDRA,,1,6/L,5,MAHINDRA,15,LCV,3,22.17,430,650,0,0,,0,0,,0,0,,0,0,,0,0,,430,22.16535433,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
