S.NO.,CODE,Noman,PART NUMBER,PARTICULAR,SECTION,C.H. Ø (mm) & POSITION,S.H DETAIL (mm),Sub-Cateogry,Brand,SPECIAL Category,POSITION,Type,Leaf Type Code,Vehicle Maker,vehicle code,Sub_seg_desc,Sub_seg_code,Lens in inches,DBP ,MRP,ML - DBP(Rs),Length (Inches),Image,2P - DBP(Rs),Length (Inches),Image,3 - DBP(Rs),Length (Inches),Image,4 - DBP(Rs),Length (Inches),Image,5 - DBP(Rs),Length (Inches),Image,6 - DBP(Rs),Length (Inches),Image,7 - DBP(Rs),Length (Inches),Image,8 - DBP(Rs),Length (Inches),Image,9 - DBP(Rs),Length (Inches),Image,10 - DBP(Rs),Length (Inches),Image,11 - DBP(Rs),Length (Inches),Image,12 - DBP(Rs),Length (Inches),Image,13 - DBP(Rs),Length (Inches),Image,14 - DBP(Rs),Length (Inches),Image,AA - DBP(Rs),Length (Inches),Image,AB - DBP(Rs),Length (Inches),Image,3A - DBP(Rs),Length (Inches),Image,4A - DBP(Rs),Length (Inches),Image,L1W - DBP(Rs),Length (Inches),Image,L2W - DBP(Rs),Length (Inches),Image,ASSY - DBP(Rs),,,15/L,Length (Inches),Image,16/L,Length (Inches),Image,17/L,Length (Inches),Image,18/L,Length (Inches),Image,19/L,Length (Inches),Image,2/L,Length (Inches),Image,20/L,Length (Inches),Image,HELPER SPL,Length (Inches),Image,PP,Length (Inches),Image,SPL LEAF,Length (Inches),Image
253,019331N,0193N,2573 3240 0101,1210 SE(H),80X13,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,AUX A,3,TATA,24,HCV & MCV,5,43.31,970,1470,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,970,43.30708661,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
254,019332,0193,2573 3240 0101,1210 SE(H),80X13,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,AUX B,3,TATA,24,HCV & MCV,5,37.40,870,1320,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,870,37.4015748,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
255,019332M,0193M,2573 3240 0101,1210 SE(H),80X16,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,AUX B,3,TATA,24,HCV & MCV,5,37.40,1030,1560,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1030,37.4015748,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
256,019332N,0193N,2573 3240 0101,1210 SE(H),80X13,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,AUX B,3,TATA,24,HCV & MCV,5,37.40,850,1290,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,850,37.4015748,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
257,020301,0203,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,M/L,5,TATA,24,HCV & MCV,5,50.59,970,1470,970,50.59055118,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
258,020301N,0203N,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,M/L,5,TATA,24,HCV & MCV,5,50.59,960,1450,960,50.59055118,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
259,020302,0203,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,2/L,5,TATA,24,HCV & MCV,5,50.59,990,1500,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,990,50.59055118,,0,0,,0,0,,0,0,,0,0,
260,020302N,0203N,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,2/L,5,TATA,24,HCV & MCV,5,50.59,990,1500,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,990,50.59055118,,0,0,,0,0,,0,0,,0,0,
261,020303,0203,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,3/L,5,TATA,24,HCV & MCV,5,34.25,650,980,0,0,,0,0,,650,34.2519685,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
262,020303N,0203N,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,3/L,5,TATA,24,HCV & MCV,5,34.25,670,1020,0,0,,0,0,,670,34.2519685,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
263,020304,0203,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,4/L,5,TATA,24,HCV & MCV,5,27.95,530,800,0,0,,0,0,,0,0,,530,27.95275591,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
264,020304N,0203N,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,4/L,5,TATA,24,HCV & MCV,5,27.95,540,820,0,0,,0,0,,0,0,,540,27.95275591,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
265,020305,0203,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,5/L,5,TATA,24,HCV & MCV,5,21.65,410,620,0,0,,0,0,,0,0,,0,0,,410,21.65354331,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
266,020305N,0203N,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,5/L,5,TATA,24,HCV & MCV,5,21.65,390,590,0,0,,0,0,,0,0,,0,0,,390,21.65354331,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
267,020306,0203,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,6/L,5,TATA,24,HCV & MCV,5,15.35,310,470,0,0,,0,0,,0,0,,0,0,,0,0,,310,15.35433071,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
268,020306N,0203N,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,6/L,5,TATA,24,HCV & MCV,5,15.35,310,470,0,0,,0,0,,0,0,,0,0,,0,0,,310,15.35433071,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
269,020307,0203,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,7/L,5,TATA,24,HCV & MCV,5,9.06,180,270,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,180,9.05511811,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
270,020307N,0203N,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,7/L,5,TATA,24,HCV & MCV,5,9.06,180,270,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,180,9.05511811,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
271,020331,0203,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,AUX A,3,TATA,24,HCV & MCV,5,45.08,860,1300,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,860,45.07874016,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
272,020331N,0203N,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,AUX A,3,TATA,24,HCV & MCV,5,45.08,860,1300,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,860,45.07874016,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
273,020332,0203,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,AUX B,3,TATA,24,HCV & MCV,5,40.94,770,1170,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,770,40.94488189,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
274,020332N,0203N,042320008J,65/1210 (H),80X11,12.5   CENTRE,3/L  BOTH SIDE Ø 8.5   ,TATA,TATA,,3,AUX B,3,TATA,24,HCV & MCV,5,40.94,790,1200,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,790,40.94488189,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
275,021110,0211,,TATA TRUCK 1312(F) 10/L AMI,70X11,0,0,TATA,TATA,,1,10/L,5,TATA,24,HCV & MCV,5,0.00,420,640,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,420,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
276,021206,0212,,TATA TRUCK 1312 12.5(R) 6/L AMI,80X13,0,0,TATA,TATA,,2,6/L,5,TATA,24,HCV & MCV,5,48.03,1110,1680,0,0,,0,0,,0,0,,0,0,,0,0,,1110,48.03149606,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
277,021207,0212,,TATA TRUCK 1312 12.5(R) 7/L AMI,80X13,0,0,TATA,TATA,,2,7/L,5,TATA,24,HCV & MCV,5,43.31,1000,1520,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1000,43.30708661,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
278,021300,0213,2575 3240 0103,TRUCK 1312(H),0X0,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,ASSY.,2,TATA,24,HCV & MCV,5,0.00,4460,6760,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4460,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
279,021301,0213,2575 3240 0103,TRUCK 1312(H),80X11,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,M/L,5,TATA,24,HCV & MCV,5,47.44,920,1390,920,47.44094488,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
280,021301N,0213N,2575 3240 0103,TRUCK 1312(H),80X11,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,M/L,5,TATA,24,HCV & MCV,5,47.44,920,1390,920,47.44094488,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
281,021302,0213,2575 3240 0103,TRUCK 1312(H),80X11,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,2/L,5,TATA,24,HCV & MCV,5,47.44,920,1390,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,920,47.44094488,,0,0,,0,0,,0,0,,0,0,
282,021303,0213,2575 3240 0103,TRUCK 1312(H),80X11,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,3/L,5,TATA,24,HCV & MCV,5,38.98,750,1140,0,0,,0,0,,750,38.97637795,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
283,021303N,0213N,2575 3240 0103,TRUCK 1312(H),80X11,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,3/L,5,TATA,24,HCV & MCV,5,38.98,750,1140,0,0,,0,0,,750,38.97637795,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
284,021304,0213,2575 3240 0103,TRUCK 1312(H),80X11,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,4/L,5,TATA,24,HCV & MCV,5,33.27,640,970,0,0,,0,0,,0,0,,640,33.26771654,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
285,021304N,0213N,2575 3240 0103,TRUCK 1312(H),80X11,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,4/L,5,TATA,24,HCV & MCV,5,33.27,640,970,0,0,,0,0,,0,0,,640,33.26771654,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
286,021305,0213,2575 3240 0103,TRUCK 1312(H),80X11,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,5/L,5,TATA,24,HCV & MCV,5,27.13,520,790,0,0,,0,0,,0,0,,0,0,,520,27.12598425,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
287,021305N,0213N,2575 3240 0103,TRUCK 1312(H),80X11,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,5/L,5,TATA,24,HCV & MCV,5,27.13,520,790,0,0,,0,0,,0,0,,0,0,,520,27.12598425,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
288,021306,0213,2575 3240 0103,TRUCK 1312(H),80X11,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,6/L,5,TATA,24,HCV & MCV,5,20.39,390,590,0,0,,0,0,,0,0,,0,0,,0,0,,390,20.39370079,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
289,021306N,0213N,2575 3240 0103,TRUCK 1312(H),80X11,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,6/L,5,TATA,24,HCV & MCV,5,20.39,390,590,0,0,,0,0,,0,0,,0,0,,0,0,,390,20.39370079,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
290,021307,0213,2575 3240 0103,TRUCK 1312(H),80X11,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,7/L,5,TATA,24,HCV & MCV,5,13.66,230,350,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,230,13.66141732,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
291,021307N,0213N,2575 3240 0103,TRUCK 1312(H),80X11,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,7/L,5,TATA,24,HCV & MCV,5,13.66,230,350,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,230,13.66141732,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
292,021331,0213,2575 3240 0103,TRUCK 1312(H),80X11,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,AUX A,3,TATA,24,HCV & MCV,5,42.91,820,1240,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,820,42.91338583,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
293,021331N,0213N,2575 3240 0103,TRUCK 1312(H),80X11,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,AUX A,3,TATA,24,HCV & MCV,5,42.91,820,1240,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,820,42.91338583,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
294,021332,0213,2575 3240 0103,TRUCK 1312(H),80X11,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,AUX B,3,TATA,24,HCV & MCV,5,40.55,780,1180,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,780,40.5511811,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
295,021332N,0213N,2575 3240 0103,TRUCK 1312(H),80X11,12.5   CENTRE, H-5/L  BOTH SIDE Ø 10.5   ,TATA,TATA,,3,AUX B,3,TATA,24,HCV & MCV,5,40.55,780,1180,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,780,40.5511811,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
296,022200,0222,042 320 1006,1210 D BUS (RR),0X0,12.5   CENTRE,"5/L, 9/L  BOTH SIDE Ø 8.5   ",TATA,TATA,,2,ASSY.,2,TATA,24,HCV & MCV,5,0.00,10730,16260,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10730,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
297,022201,0222,042 320 1006,1210 D BUS (RR),80X11,12.5   CENTRE,"5/L, 9/L  BOTH SIDE Ø 8.5   ",TATA,TATA,,2,M/L,5,TATA,24,HCV & MCV,5,74.61,1460,2210,1460,74.60629921,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
298,0222011,0222,042 320 1006,1210 D BUS (RR),80X11,12.5   CENTRE,"5/L, 9/L  BOTH SIDE Ø 8.5   ",TATA,TATA,,2,11/L,5,TATA,24,HCV & MCV,5,74.61,1670,2530,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1670,74.60629921,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
299,022202,0222,042 320 1006,1210 D BUS (RR),80X11,12.5   CENTRE,"5/L, 9/L  BOTH SIDE Ø 8.5   ",TATA,TATA,,2,2/L,5,TATA,24,HCV & MCV,5,71.65,1370,2080,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,1370,71.65354331,,0,0,,0,0,,0,0,,0,0,
300,022202P,0222,042 320 1006,1210 D BUS (RR),80X11,12.5   CENTRE,"5/L, 9/L  BOTH SIDE Ø 8.5   ",TATA,TATA,,2,2P,5,TATA,24,HCV & MCV,5,65.35,1290,1950,0,0,,1290,65.35433071,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
301,022203,0222,042 320 1006,1210 D BUS (RR),80X11,12.5   CENTRE,"5/L, 9/L  BOTH SIDE Ø 8.5   ",TATA,TATA,,2,3/L,5,TATA,24,HCV & MCV,5,57.48,1110,1680,0,0,,0,0,,1110,57.48031496,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
302,022204,0222,042 320 1006,1210 D BUS (RR),80X11,12.5   CENTRE,"5/L, 9/L  BOTH SIDE Ø 8.5   ",TATA,TATA,,2,4/L,5,TATA,24,HCV & MCV,5,51.77,1000,1520,0,0,,0,0,,0,0,,1000,51.77165354,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
