name,item_code,variant,item_description,category,subcategory,segment,subsegment,leaftype,leaftype,leaf_desc,leafposition,vehicle,vechiclemodel,drawing_refno,mrp1,mrp2,mrp3,mrp4,mrp5,dbp1,dbp2,dbp3,dbp4,dbp5,status,priority,substitute,weight,length,section,ch_detail,sh_detail,item_weight,suitableFor,image
AL CHEETAH E+3 Front 3'' WEVELLER SPRING -4/L AMI,1220104,AMI,AL CHEETAH E+3 Front 3'' WEVELLER SPRING -4/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,4/L,Front,ASHOK LEYLAND,CHEETAH,FHE03700,1500,1100,0,0,0,1500,1100,0,0,0,1,3,,7.88,43.7,,,,,,
AL CHEETAH E+3 Front 3'' WEVELLER SPRING -5/L AMI,1220105,AMI,AL CHEETAH E+3 Front 3'' WEVELLER SPRING -5/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,5/L,Front,ASHOK LEYLAND,CHEETAH,FHE03700,1350,990,0,0,0,1350,990,0,0,0,1,3,,7.03,38.98,,,,,,
AL CHEETAH E+3 Front 3'' WEVELLER SPRING -6/L AMI,1220106,AMI,AL CHEETAH E+3 Front 3'' WEVELLER SPRING -6/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,6/L,Front,ASHOK LEYLAND,CHEETAH,FHE03700,1170,850,0,0,0,1170,850,0,0,0,1,3,,6.11,33.86,,,,,,
AL CHEETAH E+3 Front 3'' WEVELLER SPRING -7/L AMI,1220107,AMI,AL CHEETAH E+3 Front 3'' WEVELLER SPRING -7/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,7/L,Front,ASHOK LEYLAND,CHEETAH,FHE03700,1090,800,0,0,0,1090,800,0,0,0,1,3,,5.18,28.74,,,,,,
AL CHEETAH E+3 Front 3'' WEVELLER SPRING -8/L AMI,1220108,AMI,AL CHEETAH E+3 Front 3'' WEVELLER SPRING -8/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,8/L,Front,ASHOK LEYLAND,CHEETAH,FHE03700,890,650,0,0,0,890,650,0,0,0,1,3,,4.26,23.62,,,,,,
AL CHEETAH E+3 Front 3'' WEVELLER SPRING -9/L AMI,1220109,AMI,AL CHEETAH E+3 Front 3'' WEVELLER SPRING -9/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,9/L,Front,ASHOK LEYLAND,CHEETAH,FHE03700,610,440,0,0,0,610,440,0,0,0,1,3,,2.87,18.11,,,,,,
AL CHEETAH E+3 Front 3'' WEVELLER SPRING -10/L AMI,1220110,AMI,AL CHEETAH E+3 Front 3'' WEVELLER SPRING -10/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,10/L,Front,ASHOK LEYLAND,CHEETAH,FHE03700,480,360,0,0,0,480,360,0,0,0,1,3,,2.31,14.57,,,,,,
AL CHEETAH E+3 Front 3'' WEVELLER SPRING -11/L AMI,1220111,AMI,AL CHEETAH E+3 Front 3'' WEVELLER SPRING -11/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,11/L,Front,ASHOK LEYLAND,CHEETAH,FHE03700,350,260,0,0,0,350,260,0,0,0,1,3,,1.68,10.63,,,,,,
AL CHEETAH E+3 Front 3'' WEVELLER SPRING -12/L AMI,1220112,AMI,AL CHEETAH E+3 Front 3'' WEVELLER SPRING -12/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,12/L,Front,ASHOK LEYLAND,CHEETAH,FHE03700,230,170,0,0,0,230,170,0,0,0,1,3,,1.06,6.69,,,,,,
AL CHEETAH E+3 Front 3'' WEVELLER SPRING -BOTTOM PACKING PLATE-1 AMI,1220113,AMI,AL CHEETAH E+3 Front 3'' WEVELLER SPRING -BOTTOM PACKING PLATE-1 AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,13/L,Front,ASHOK LEYLAND,CHEETAH,FHE03700,230,170,0,0,0,230,170,0,0,0,1,3,,1.06,5.91,,,,,,
AL CHEETAH E+3 Front 3'' WEVELLER SPRING -BOTTOM PACKING PLATE-2 AMI,1220114,AMI,AL CHEETAH E+3 Front 3'' WEVELLER SPRING -BOTTOM PACKING PLATE-2 AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,14/L,Front,ASHOK LEYLAND,CHEETAH,FHE03700,230,170,0,0,0,230,170,0,0,0,1,3,,1.06,5.91,,,,,,
AL CHEETAH E+3 Front 3'' WEVELLER SPRING -AUXILLIARY-A AMI,1220131,AMI,AL CHEETAH E+3 Front 3'' WEVELLER SPRING -AUXILLIARY-A AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,AUXILLIARY,LOOSE LEAF,AUX A,Front,ASHOK LEYLAND,CHEETAH,FHE03700,2240,1640,0,0,0,2240,1640,0,0,0,1,3,,9.26,48.43,,,,,,
AL CHEETAH E+3 Front 3'' WEVELLER SPRING -AUXILLIARY-B AMI,1220132,AMI,AL CHEETAH E+3 Front 3'' WEVELLER SPRING -AUXILLIARY-B AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,AUXILLIARY,LOOSE LEAF,AUX B,Front,ASHOK LEYLAND,CHEETAH,FHE03700,2140,1570,0,0,0,2140,1570,0,0,0,1,3,,8.81,46.06,,,,,,
AL MBP BOGIE 38T Rear SPRING -ASSEMBLY AMI,1221200,AMI,AL MBP BOGIE 38T Rear SPRING -ASSEMBLY AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,ASSEMBLY,LOOSE LEAF,ASSY.,Rear,ASHOK LEYLAND,BOGIE,FTW00199,32740,23990,0,0,0,32740,23990,0,0,0,1,3,,180.79,0,,,,,,
AL MBP BOGIE 38T Rear SPRING -M/L AMI,1221201,AMI,AL MBP BOGIE 38T Rear SPRING -M/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Rear,ASHOK LEYLAND,BOGIE,FTW00199,5030,3690,0,0,0,5030,3690,0,0,0,1,3,,27,61.42,,,,,,
AL MBP BOGIE 38T Rear SPRING -2/L AMI,1221202P,AMI,AL MBP BOGIE 38T Rear SPRING -2/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,2P,Rear,ASHOK LEYLAND,BOGIE,FTW00199,5120,3750,0,0,0,5120,3750,0,0,0,1,3,,27,61.42,,,,,,
AL MBP BOGIE 38T Rear SPRING -3/L AMI,1221203,AMI,AL MBP BOGIE 38T Rear SPRING -3/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,3/L,Rear,ASHOK LEYLAND,BOGIE,FTW00199,4850,3550,0,0,0,4850,3550,0,0,0,1,3,,27,61.42,,,,,,
AL MBP BOGIE 38T Rear SPRING -4/L AMI,1221204,AMI,AL MBP BOGIE 38T Rear SPRING -4/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,4/L,Rear,ASHOK LEYLAND,BOGIE,FTW00199,3670,2690,0,0,0,3670,2690,0,0,0,1,3,,20.42,46.46,,,,,,
AL MBP BOGIE 38T Rear SPRING -5/L AMI,1221205,AMI,AL MBP BOGIE 38T Rear SPRING -5/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,5/L,Rear,ASHOK LEYLAND,BOGIE,FTW00199,3330,2440,0,0,0,3330,2440,0,0,0,1,3,,18.52,42.13,,,,,,
AL MBP BOGIE 38T Rear SPRING -6/L AMI,1221206,AMI,AL MBP BOGIE 38T Rear SPRING -6/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Rear,ASHOK LEYLAND,BOGIE,FTW00199,2920,2140,0,0,0,2920,2140,0,0,0,1,3,,16.27,37.01,,,,,,
AL MBP BOGIE 38T Rear SPRING -7/L AMI,1221207,AMI,AL MBP BOGIE 38T Rear SPRING -7/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,7/L,Rear,ASHOK LEYLAND,BOGIE,FTW00199,2480,1820,0,0,0,2480,1820,0,0,0,1,3,,13.84,31.5,,,,,,
AL MBP BOGIE 38T Rear SPRING -8/L AMI,1221208,AMI,AL MBP BOGIE 38T Rear SPRING -8/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,8/L,Rear,ASHOK LEYLAND,BOGIE,FTW00199,2180,1600,0,0,0,2180,1600,0,0,0,1,3,,11.42,25.98,,,,,,
AL MBP BOGIE 38T Rear SPRING -9/L AMI,1221209,AMI,AL MBP BOGIE 38T Rear SPRING -9/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,9/L,Rear,ASHOK LEYLAND,BOGIE,FTW00199,1650,1210,0,0,0,1650,1210,0,0,0,1,3,,8.65,19.69,,,,,,
AL MBP BOGIE 38T Rear SPRING -10/L AMI,1221210,AMI,AL MBP BOGIE 38T Rear SPRING -10/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,10/L,Rear,ASHOK LEYLAND,BOGIE,FTW00199,1090,800,0,0,0,1090,800,0,0,0,1,3,,5.19,11.81,,,,,,
AL MBP BOGIE 38T Rear SPRING -AUXILLIARY-A AMI,1221231,AMI,AL MBP BOGIE 38T Rear SPRING -AUXILLIARY-A AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX A,Rear,ASHOK LEYLAND,BOGIE,FTW00199,4860,3560,0,0,0,4860,3560,0,0,0,1,3,,27,61.42,,,,,,
AL MBP BOGIE 38T Rear SPRING -AUXILLIARY-B AMI,1221232,AMI,AL MBP BOGIE 38T Rear SPRING -AUXILLIARY-B AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX B,Rear,ASHOK LEYLAND,BOGIE,FTW00199,4270,3130,0,0,0,4270,3130,0,0,0,1,3,,23.71,53.94,,,,,,
AL MBP 48T BOGIE SUSP. Rear SPRING -ASSEMBLY AMI,1222200,AMI,AL MBP 48T BOGIE SUSP. Rear SPRING -ASSEMBLY AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,ASSEMBLY,LOOSE LEAF,ASSY.,Rear,ASHOK LEYLAND,BOGIE,FTW00399,41680,30540,0,0,0,41680,30540,0,0,0,1,3,,231.38,0,,,,,,
AL MBP 48T BOGIE SUSP. Rear SPRING -M/L AMI,1222201,AMI,AL MBP 48T BOGIE SUSP. Rear SPRING -M/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Rear,ASHOK LEYLAND,BOGIE,FTW00399,6450,4730,0,0,0,6450,4730,0,0,0,1,3,,34.63,67.32,,,,,,
AL MBP 48T BOGIE SUSP. Rear SPRING -2/L AMI,1222202P,AMI,AL MBP 48T BOGIE SUSP. Rear SPRING -2/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,2P,Rear,ASHOK LEYLAND,BOGIE,FTW00399,6560,4810,0,0,0,6560,4810,0,0,0,1,3,,34.63,67.32,,,,,,
AL MBP 48T BOGIE SUSP. Rear SPRING -3/L AMI,1222203,AMI,AL MBP 48T BOGIE SUSP. Rear SPRING -3/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,3/L,Rear,ASHOK LEYLAND,BOGIE,FTW00399,6230,4560,0,0,0,6230,4560,0,0,0,1,3,,34.63,67.32,,,,,,
AL MBP 48T BOGIE SUSP. Rear SPRING -4/L AMI,1222204,AMI,AL MBP 48T BOGIE SUSP. Rear SPRING -4/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,4/L,Rear,ASHOK LEYLAND,BOGIE,FTW00399,4800,3520,0,0,0,4800,3520,0,0,0,1,3,,26.73,51.97,,,,,,
AL MBP 48T BOGIE SUSP. Rear SPRING -5/L AMI,1222205,AMI,AL MBP 48T BOGIE SUSP. Rear SPRING -5/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,5/L,Rear,ASHOK LEYLAND,BOGIE,FTW00399,4290,3140,0,0,0,4290,3140,0,0,0,1,3,,23.9,46.46,,,,,,
AL MBP 48T BOGIE SUSP. Rear SPRING -6/L AMI,1222206,AMI,AL MBP 48T BOGIE SUSP. Rear SPRING -6/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Rear,ASHOK LEYLAND,BOGIE,FTW00399,3740,2740,0,0,0,3740,2740,0,0,0,1,3,,20.86,40.55,,,,,,
AL MBP 48T BOGIE SUSP. Rear SPRING -7/L AMI,1222207,AMI,AL MBP 48T BOGIE SUSP. Rear SPRING -7/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,7/L,Rear,ASHOK LEYLAND,BOGIE,FTW00399,3170,2320,0,0,0,3170,2320,0,0,0,1,3,,17.62,34.25,,,,,,
AL MBP 48T BOGIE SUSP. Rear SPRING -8/L AMI,1222208,AMI,AL MBP 48T BOGIE SUSP. Rear SPRING -8/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,8/L,Rear,ASHOK LEYLAND,BOGIE,FTW00399,2550,1860,0,0,0,2550,1860,0,0,0,1,3,,14.17,27.56,,,,,,
AL MBP 48T BOGIE SUSP. Rear SPRING -9/L AMI,1222209,AMI,AL MBP 48T BOGIE SUSP. Rear SPRING -9/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,9/L,Rear,ASHOK LEYLAND,BOGIE,FTW00399,2010,1480,0,0,0,2010,1480,0,0,0,1,3,,10.53,20.47,,,,,,
AL MBP 48T BOGIE SUSP. Rear SPRING -10/L AMI,1222210,AMI,AL MBP 48T BOGIE SUSP. Rear SPRING -10/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,10/L,Rear,ASHOK LEYLAND,BOGIE,FTW00399,1270,930,0,0,0,1270,930,0,0,0,1,3,,6.68,12.99,,,,,,
AL MBP 48T BOGIE SUSP. Rear SPRING -AUXILLIARY-A AMI,1222231,AMI,AL MBP 48T BOGIE SUSP. Rear SPRING -AUXILLIARY-A AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX A,Rear,ASHOK LEYLAND,BOGIE,FTW00399,6240,4570,0,0,0,6240,4570,0,0,0,1,3,,34.63,67.32,,,,,,
AL MBP 48T BOGIE SUSP. Rear SPRING -AUXILLIARY-B AMI,1222232,AMI,AL MBP 48T BOGIE SUSP. Rear SPRING -AUXILLIARY-B AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX B,Rear,ASHOK LEYLAND,BOGIE,FTW00399,5530,4050,0,0,0,5530,4050,0,0,0,1,3,,30.68,59.65,,,,,,
AL MBP BOGIE 380TON 1500SPAN RR SPR -ASSEMBLY AMI,1223200,AMI,AL MBP BOGIE 380TON 1500SPAN RR SPR -ASSEMBLY AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,ASSEMBLY,LOOSE LEAF,ASSY.,Rear,ASHOK LEYLAND,BOGIE,FTW06300,42130,30870,0,0,0,42130,30870,0,0,0,1,3,,233.33,0,,,,,,
AL MBP BOGIE 380TON 1500SPAN RR SPR -M/L AMI,1223201,AMI,AL MBP BOGIE 380TON 1500SPAN RR SPR -M/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Rear,ASHOK LEYLAND,BOGIE,FTW06300,5510,4040,0,0,0,5510,4040,0,0,0,1,3,,29.6,67.32,,,,,,
AL MBP BOGIE 380TON 1500SPAN RR SPR -3/L AMI,1223203,AMI,AL MBP BOGIE 380TON 1500SPAN RR SPR -3/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,3/L,Rear,ASHOK LEYLAND,BOGIE,FTW06300,5320,3900,0,0,0,5320,3900,0,0,0,1,3,,29.6,67.32,,,,,,
AL MBP BOGIE 380TON 1500SPAN RR SPR -4/L AMI,1223204,AMI,AL MBP BOGIE 380TON 1500SPAN RR SPR -4/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,4/L,Rear,ASHOK LEYLAND,BOGIE,FTW06300,4170,3050,0,0,0,4170,3050,0,0,0,1,3,,23.19,52.76,,,,,,
AL MBP BOGIE 380TON 1500SPAN RR SPR -5/L AMI,1223205,AMI,AL MBP BOGIE 380TON 1500SPAN RR SPR -5/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,5/L,Rear,ASHOK LEYLAND,BOGIE,FTW06300,3920,2870,0,0,0,3920,2870,0,0,0,1,3,,21.81,49.61,,,,,,
AL MBP BOGIE 380TON 1500SPAN RR SPR -6/L AMI,1223206,AMI,AL MBP BOGIE 380TON 1500SPAN RR SPR -6/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Rear,ASHOK LEYLAND,BOGIE,FTW06300,3610,2640,0,0,0,3610,2640,0,0,0,1,3,,20.08,45.67,,,,,,
AL MBP BOGIE 380TON 1500SPAN RR SPR -7/L AMI,1223207,AMI,AL MBP BOGIE 380TON 1500SPAN RR SPR -7/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,7/L,Rear,ASHOK LEYLAND,BOGIE,FTW06300,3300,2420,0,0,0,3300,2420,0,0,0,1,3,,18.35,41.73,,,,,,
AL MBP BOGIE 380TON 1500SPAN RR SPR -8/L AMI,1223208,AMI,AL MBP BOGIE 380TON 1500SPAN RR SPR -8/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,8/L,Rear,ASHOK LEYLAND,BOGIE,FTW06300,3500,2560,0,0,0,3500,2560,0,0,0,1,3,,19.44,37.8,,,,,,
AL MBP BOGIE 380TON 1500SPAN RR SPR -9/L AMI,1223209,AMI,AL MBP BOGIE 380TON 1500SPAN RR SPR -9/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,9/L,Rear,ASHOK LEYLAND,BOGIE,FTW06300,2800,2050,0,0,0,2800,2050,0,0,0,1,3,,15.59,30.31,,,,,,
AL MBP BOGIE 380TON 1500SPAN RR SPR -10/L AMI,1223210,AMI,AL MBP BOGIE 380TON 1500SPAN RR SPR -10/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,10/L,Rear,ASHOK LEYLAND,BOGIE,FTW06300,2210,1620,0,0,0,2210,1620,0,0,0,1,3,,11.54,22.44,,,,,,
AL MBP BOGIE 380TON 1500SPAN RR SPR -11/L AMI,1223211,AMI,AL MBP BOGIE 380TON 1500SPAN RR SPR -11/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,11/L,Rear,ASHOK LEYLAND,BOGIE,FTW06300,1440,1050,0,0,0,1440,1050,0,0,0,1,3,,7.49,14.57,,,,,,
AL MBP BOGIE 380TON 1500SPAN RR SPR -AUXILLIARY-A AMI,1223231,AMI,AL MBP BOGIE 380TON 1500SPAN RR SPR -AUXILLIARY-A AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX A,Rear,ASHOK LEYLAND,BOGIE,FTW06300,5330,3910,0,0,0,5330,3910,0,0,0,1,3,,29.6,67.32,,,,,,
AL MBP BOGIE 380TON 1500SPAN RR SPR -AUXILLIARY-B AMI,1223232,AMI,AL MBP BOGIE 380TON 1500SPAN RR SPR -AUXILLIARY-B AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX B,Rear,ASHOK LEYLAND,BOGIE,FTW06300,4760,3490,0,0,0,4760,3490,0,0,0,1,3,,26.4,60.04,,,,,,
AL VIKING E+3 BS6 Front SPRING -ASSEMBLY AMI,1224100,AMI,AL VIKING E+3 BS6 Front SPRING -ASSEMBLY AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,ASSEMBLY,LOOSE LEAF,ASSY.,Front,ASHOK LEYLAND,VIKING,MBP321006,18650,13660,0,0,0,18650,13660,0,0,0,1,3,,93.92,0,,,,,,
AL VIKING E+3 BS6 Front SPRING -M/L AMI,1224101,AMI,AL VIKING E+3 BS6 Front SPRING -M/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Front,ASHOK LEYLAND,VIKING,MBP321006,3330,2440,0,0,0,3330,2440,0,0,0,1,3,,14.91,74.41,,,,,,
AL VIKING E+3 BS6 Front SPRING -3/L AMI,1224103,AMI,AL VIKING E+3 BS6 Front SPRING -3/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,3/L,Front,ASHOK LEYLAND,VIKING,MBP321006,1980,1450,0,0,0,1980,1450,0,0,0,1,3,,11.05,55.12,,,,,,
AL VIKING E+3 BS6 Front SPRING -4/L AMI,1224104,AMI,AL VIKING E+3 BS6 Front SPRING -4/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,4/L,Front,ASHOK LEYLAND,VIKING,MBP321006,1910,1400,0,0,0,1910,1400,0,0,0,1,3,,10.02,50,,,,,,
AL VIKING E+3 BS6 Front SPRING -5/L AMI,1224105,AMI,AL VIKING E+3 BS6 Front SPRING -5/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,5/L,Front,ASHOK LEYLAND,VIKING,MBP321006,1710,1250,0,0,0,1710,1250,0,0,0,1,3,,8.99,44.88,,,,,,
AL VIKING E+3 BS6 Front SPRING -6/L AMI,1224106,AMI,AL VIKING E+3 BS6 Front SPRING -6/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Front,ASHOK LEYLAND,VIKING,MBP321006,1520,1110,0,0,0,1520,1110,0,0,0,1,3,,7.89,39.37,,,,,,
AL VIKING E+3 BS6 Front SPRING -7/L AMI,1224107,AMI,AL VIKING E+3 BS6 Front SPRING -7/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,7/L,Front,ASHOK LEYLAND,VIKING,MBP321006,1300,950,0,0,0,1300,950,0,0,0,1,3,,6.78,33.86,,,,,,
AL VIKING E+3 BS6 Front SPRING -8/L AMI,1224108,AMI,AL VIKING E+3 BS6 Front SPRING -8/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,8/L,Front,ASHOK LEYLAND,VIKING,MBP321006,1120,820,0,0,0,1120,820,0,0,0,1,3,,5.35,27.95,,,,,,
AL VIKING E+3 BS6 Front SPRING -9/L AMI,1224109,AMI,AL VIKING E+3 BS6 Front SPRING -9/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,9/L,Front,ASHOK LEYLAND,VIKING,MBP321006,880,640,0,0,0,880,640,0,0,0,1,3,,4.21,22.05,,,,,,
AL VIKING E+3 BS6 Front SPRING -10/L AMI,1224110,AMI,AL VIKING E+3 BS6 Front SPRING -10/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,10/L,Front,ASHOK LEYLAND,VIKING,MBP321006,650,480,0,0,0,650,480,0,0,0,1,3,,3.08,16.14,,,,,,
AL VIKING E+3 BS6 Front SPRING -11/L AMI,1224111,AMI,AL VIKING E+3 BS6 Front SPRING -11/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,11/L,Front,ASHOK LEYLAND,VIKING,MBP321006,390,290,0,0,0,390,290,0,0,0,1,3,,1.88,9.84,,,,,,
AL VIKING E+3 BS6 Front SPRING -BOTTOM PACKING PLATE-1 AMI,1224112,AMI,AL VIKING E+3 BS6 Front SPRING -BOTTOM PACKING PLATE-1 AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,12/L,Front,ASHOK LEYLAND,VIKING,MBP321006,170,120,0,0,0,170,120,0,0,0,1,3,,0.8,5.91,,,,,,
AL VIKING E+3 BS6 Front SPRING -BOTTOM PACKING PLATE-2 AMI,1224113,AMI,AL VIKING E+3 BS6 Front SPRING -BOTTOM PACKING PLATE-2 AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,13/L,Front,ASHOK LEYLAND,VIKING,MBP321006,170,120,0,0,0,170,120,0,0,0,1,3,,0.8,5.91,,,,,,
AL VIKING E+3 BS6 Front SPRING -2/L AMI,1224122,AMI,AL VIKING E+3 BS6 Front SPRING -2/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,2WR,Front,ASHOK LEYLAND,VIKING,MBP321006,2890,2120,0,0,0,2890,2120,0,0,0,1,3,,15.27,76.18,,,,,,
AL VIKING E+3 BS6 Front SPRING -AUXILLIARY-A AMI,1224131,AMI,AL VIKING E+3 BS6 Front SPRING -AUXILLIARY-A AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX A,Front,ASHOK LEYLAND,VIKING,MBP321006,2300,1690,0,0,0,2300,1690,0,0,0,1,3,,12.78,63.78,,,,,,
